flight_id,rmse,aircraft_type
prc790218864,74.2392976932734,A320
prc790229956,38.57154241769004,A320
prc790242845,111.45048839400833,A359
prc790260593,73.43628144640951,A320
prc790269801,54.2696939880621,A320
prc790288617,81.40256266436447,B789
prc790325673,25.407319897315926,A320
prc790332829,177.7304956540219,A359
prc790343555,74.14428825401986,A320
prc790368309,88.32740082153936,A320
prc790381387,49.36512317500519,A320
prc790389964,69.73737045832816,A320
prc790400859,28.192525096517233,A20N
prc790428033,23.77208970028372,A20N
prc790432892,29.154492101368966,A20N
prc790438949,49.66385643185576,A320
prc790468554,104.69938155306767,A320
prc790478667,67.55069599477727,A21N
prc790479040,143.05131019759818,A359
prc790481183,285.3230668716096,A359
prc790482196,104.29269424474066,A359
prc790488484,119.00388411656654,A320
prc790494157,184.4413522839293,A332
prc790511067,17.18652309184383,A21N
prc790519825,24.038262023871802,A20N
prc790526886,32.63361780119162,A320
prc790600120,63.861183881078745,A21N
prc790615102,322.2470082482677,A332
prc790644876,51.22998162091862,A20N
prc790656722,38.11997320842624,A320
prc790680525,60.0897319784272,A20N
prc790687301,27.756608130865462,A20N
prc790707803,15.748607745280978,A20N
prc790733722,285.7479959330352,A320
prc790735903,123.98411543946484,A359
prc790739607,49.03274451465542,A321
prc790748729,302.25217742099386,A359
prc790753181,65.1525903984241,A20N
prc790774457,111.76202982685011,A333
prc790804836,44.84421316921813,A320
prc790848867,37.383997445804695,A20N
prc790851111,85.20047453374941,B38M
prc790851844,84.9220893033882,A320
prc790862876,67.07835041906847,A20N
prc790864779,64.77414313082419,A320
prc790872214,51.33648061267293,A320
prc790904276,68.01502402766499,A20N
prc790942885,102.56058311861447,A359
prc790942961,14.577266531929613,A21N
prc790965061,34.04203883556687,A20N
prc790968491,61.46162514285264,A320
prc790972980,20.893953007550046,A20N
prc790996026,32.28946358314849,A20N
prc791086304,84.27227421925998,A359
prc791093241,93.93829513117262,A359
prc791118857,1757.762960039344,B744
prc791138828,19.640566876101577,A20N
prc791142534,47.871791905013986,A320
prc791156240,25.570902257980897,A320
prc791171936,46.33197829369609,A320
prc791184829,50.368571735547434,A320
prc791187903,55.386478787790146,A20N
prc791221893,107.95572920129828,A320
prc791245159,84.42137507825277,A320
prc791513528,152.53193193109772,A359
prc791514370,114.54414087832319,A320
prc791529216,166.69165204771065,A359
prc791554416,16.140897758280452,A20N
prc791654292,46.66937923166898,A20N
prc791681967,32.92249607021916,A21N
prc791692962,46.48971497321804,A20N
prc791695524,1108.5451884020745,B77W
prc791697015,45.988399600890695,A320
prc791708958,39.617095615918,A20N
prc791710617,79.83990638400992,A320
prc791720648,112.74981649800577,A20N
prc791738434,123.43214853955068,A359
prc791751714,110.2218826971247,A359
prc791758845,49.46836782757244,A21N
prc791764207,89.68605288624191,B772
prc791829828,227.2500196165364,B77W
prc791845012,37.993561467939976,A20N
prc791886147,97.42598330772906,A21N
prc791890606,37.30368949470305,A321
prc791894635,51.47771114959467,A20N
prc791898560,67.56696465835043,A20N
prc791908840,36.44009926511811,A21N
prc791922559,53.9533796822747,A320
prc791930712,31.50376596377931,A20N
prc791931320,51.3721076010208,A320
prc791944037,38.34911687079032,A20N
prc791944362,45.30344722506267,A20N
prc791945526,353.04352977718764,A359
prc791960592,39.21577172052611,A20N
prc791972185,45.714328358327,A20N
prc791981047,144.38219599754905,A359
prc791999890,196.13558001593677,A359
prc792007243,29.767997818568265,A20N
prc792009096,222.6381389773305,A20N
prc792013331,534.1322394017127,B744
prc792026748,40.27439381693686,A320
prc792092033,8.075411400036359,A20N
prc792125717,115.26832457620704,A320
prc792141045,21.08570317733583,A320
prc792141970,37.27315986206812,A320
prc792146397,152.8313485029215,A359
prc792162952,514.6029656388805,B744
prc792170146,42.10949049299294,A20N
prc792171065,17.606888281139934,A20N
prc792176213,9.674475193855997,A20N
prc792178386,90.22014594322192,A20N
prc792207555,123.74590369155518,A320
prc792207969,91.12124768794226,A359
prc792257818,27.720715579838583,A20N
prc792300381,152.12104457369992,B77W
prc792307599,151.82618216027726,A20N
prc792343126,130.79650673856412,A359
prc792349505,49.64900527163827,A20N
prc792364877,57.8610230887294,A20N
prc792382339,75.61079527270759,A320
prc792382739,66.56216639550763,A320
prc792403726,188.12304582727094,A20N
prc792405332,150.11614135059457,A359
prc792421902,20.985410276912106,A20N
prc792422662,234.6274572034062,A332
prc792440416,41.022951477290775,B738
prc792463886,31.042902356196663,A320
prc792471118,93.43760225270336,B789
prc792485416,35.94210027124468,A20N
prc792493674,111.79905587064354,B789
prc792496965,106.69033599172896,A20N
prc792506077,56.24022798860679,A320
prc792532682,37.454380396952295,A20N
prc792548890,217.507529355696,B789
prc792556143,81.26001463516381,A20N
prc792583107,83.44079399160911,A20N
prc792600873,82.52201116829004,A20N
prc792611658,70.24314121331548,A20N
prc792622052,100.67214934506627,A320
prc792659587,55.23434475351469,A20N
prc792666338,61.74975934249192,A320
prc792673432,75.50679183887655,A320
prc792685087,42.32304377894645,A320
prc792694519,86.05237062422243,A320
prc792727305,117.03414859808713,A359
prc792741121,55.59347376445975,A320
prc792744686,30.004750686568876,A320
prc792807362,31.259967553146936,A320
prc792813899,218.87346434828035,A359
prc792817376,156.14260664091526,A359
prc792860148,61.720424562463286,A320
prc792887882,28.195267634841247,A20N
prc792911146,133.31926446662422,A332
prc792913164,43.32889577373606,A20N
prc792920503,28.103561875175526,A320
prc792925203,19.980952702183266,A20N
prc792957198,1613.3368254635443,A332
prc792962448,117.90814650431959,B738
prc792980144,124.15009405475175,A359
prc792998150,83.07210006343976,A320
prc792998464,28.531655246908358,A20N
prc792999778,51.91071069326107,A20N
prc793032192,47.65533398663186,A320
prc793052092,90.81694128517819,A321
prc793105584,47.39246920708008,A20N
prc793125869,100.82242044966434,A20N
prc793126420,32.91791151794007,A20N
prc793130151,72.61911316558468,A20N
prc793132509,52.383711092201814,A320
prc793138199,17.619424255776902,A21N
prc793141457,216.8686821118602,A20N
prc793168355,46.55806965567231,A320
prc793187304,27.09487978442072,A20N
prc793221567,129.00736156942924,A359
prc793237716,85.44455954641084,B788
prc793259998,19.20773797656444,A20N
prc793262928,104.7187546544953,A359
prc793263555,144.16473434339977,A359
prc793304280,79.92818981868265,A20N
prc793313501,48.04886569655083,A20N
prc793313905,33.4782555744688,A320
prc793322529,74.7594813206095,A320
prc793351907,103.73033043595221,A320
prc793364688,43.489958872640706,A20N
prc793368936,40.33660114772667,A321
prc793372122,112.30388047423952,A20N
prc793379416,112.33674986440877,A20N
prc793413031,81.01180760632133,A20N
prc793428008,52.84085741468578,A20N
prc793431005,71.14090513542153,A20N
prc793461181,19.16371635605404,A20N
prc793492854,73.64936042599291,A320
prc793497909,76.62112218018763,A320
prc793499004,70.00038979006855,A320
prc793519416,36.65069434068281,A359
prc793544913,459.34965964503465,B77W
prc793546924,108.12830273150486,A359
prc793570140,39.62739407043602,A320
prc793626757,237.38394454108266,A332
prc793694837,133.15905036692405,A320
prc793709517,57.92911372990685,A320
prc793711185,118.3739683829989,A359
prc793724235,47.109279079030586,A320
prc793724832,18.99848509687466,A20N
prc793731129,46.331919991406856,B738
prc793779479,139.38571092519976,A359
prc793822369,47.31678451697267,A320
prc793831981,57.97223006111254,A320
prc793836463,288.79687200824696,B789
prc793869750,24.807208901874603,A20N
prc793878795,61.25555538962124,A20N
prc793916437,41.49042918119688,A320
prc793953487,54.85028055691232,A20N
prc793964514,43.78006847357528,A20N
prc793984904,30.739832143681106,A320
prc793985025,67.73213456364078,A359
prc793991389,122.66939343956136,A359
prc793994983,75.54995878480986,A320
prc794021035,184.99340536260496,A359
prc794027331,32.10309084994589,A320
prc794107478,49.418191006419434,A320
prc794108476,51.69261044023925,A321
prc794111225,1197.5273094308072,B744
prc794131277,58.76112945122866,A320
prc794136261,69.43316451571972,A20N
prc794154214,55.93513462212339,A20N
prc794174116,209.12402378144722,A333
prc794212060,28.97776446478771,A20N
prc794223930,129.42414307467865,B738
prc794260388,92.52329311916542,A359
prc794314877,369.67628163897314,B737
prc794321244,16.498336399988265,A20N
prc794328473,160.58146812322934,A359
prc794341755,68.67012666712908,A320
prc794369575,83.86888824715142,A320
prc794399588,20.142518907935127,A20N
prc794407169,44.32785782764387,A20N
prc794420318,52.598741676501945,A20N
prc794432804,29.09003077407385,A20N
prc794446495,36.8559558953185,A320
prc794449694,73.86154940267322,A359
prc794453457,26.800237661538638,A320
prc794458601,39.81634670194825,A20N
prc794483637,29.51870241713317,A20N
prc794509260,533.8305095714055,B744
prc794520317,140.60292306897207,A320
prc794535235,116.00427807556369,A332
prc794548374,49.44297627707067,A320
prc794597730,41.65095990992167,A20N
prc794619863,85.20003397209776,A320
prc794859738,33.11591682030438,A320
prc794900063,66.10768625516293,A320
prc794927980,39.4655093970428,A320
prc794940030,55.53441730273435,A320
prc794953856,118.44376761645854,A20N
prc795003014,54.234561442579945,A320
prc795003702,314.15598937816833,A359
prc795025514,28.146521338351043,A20N
prc795044854,151.31430193883304,A359
prc795063344,15.739184686308535,A320
prc795344251,32.61306674303194,A320
prc795366112,236.78621816905334,A359
prc795393842,166.6311966420008,B77W
prc795458439,58.38159609882043,A321
prc795496014,47.105191432032804,A320
prc795503491,89.57235627319695,A359
prc795513045,221.7869782288739,A332
prc795514745,249.1111506249015,A332
prc795518175,215.72025409739302,A332
prc795521739,43.88921994898104,A21N
prc795538792,239.0950172572663,A359
prc795557692,31.70836827942221,A20N
prc795606358,74.65073603276956,A320
prc795620340,43.57916039776547,A359
prc795637578,129.18716214252805,A20N
prc795641896,56.41039611917486,A20N
prc795649606,76.459137284546,A20N
prc795659343,61.46964336124986,A333
prc795671428,23.156230726445326,A20N
prc795674284,37.23867048496522,A20N
prc795693567,51.63198326870363,A320
prc795693615,66.49121627446323,A320
prc795697101,63.360022908273415,A20N
prc795715366,105.66503825858712,A320
prc795716528,221.5473191570084,A20N
prc795738151,53.652653858262255,A20N
prc795739788,23.54420173198947,A20N
prc795741792,39.49567705139375,A20N
prc795767251,344.8712720699199,B789
prc795770438,100.25488634384868,A20N
prc795782928,37.529873397854765,A20N
prc795892298,84.93279104192874,A320
prc795932208,43.23203203327127,A20N
prc795953567,34.394552133825265,A320
prc795958126,56.36779987035936,A20N
prc795970080,37.9979446025561,A20N
prc795992547,70.02044804683541,A320
prc795996018,36.624315348977404,A20N
prc796003057,62.93098470635932,A320
prc796012946,242.6958959639064,A359
prc796016091,53.56372758451036,B738
prc796072033,65.44420412953136,A320
prc796074996,43.64399074035124,A320
prc796083874,45.156249244969146,B738
prc796098765,138.6983341349522,A332
prc796138108,37.64527234275685,A20N
prc796156484,70.6231848996086,A319
prc796170409,40.53829075582416,A320
prc796209905,77.21450185657653,A20N
prc796217570,62.80535802158132,A320
prc796509681,38.59527876420844,A20N
prc796530421,18.667666065755274,A20N
prc796539010,77.1009179075718,A320
prc796539045,41.22013977511353,A320
prc796550367,314.2480730684478,A359
prc796564199,99.5898119659029,A359
prc796566482,51.48787776882006,A320
prc796578818,137.7230166287783,A359
prc796661862,132.9583550203995,A359
prc796671212,36.67991264773951,A320
prc796726766,83.38587776955549,A20N
prc796805695,45.99158877568407,B738
prc796807888,325.9404790163237,A359
prc796888342,55.633593097511,A20N
prc796917513,60.045866960462725,A320
prc796955820,47.70588902515159,A20N
prc796981070,23.94572314500167,A20N
prc797001047,71.04981611158098,A320
prc797023066,34.07451645276932,A20N
prc797028065,64.50211596677141,A320
prc797028138,45.230321456541596,A20N
prc797061331,193.22377703438406,B744
prc797064700,37.28362857862401,A20N
prc797203141,100.68660013060779,A20N
prc797328654,39.88176697052564,A332
prc797378903,21.357216875172934,A320
prc797418305,11.167502813071577,A359
prc797420351,81.39954733283706,A359
prc797426042,52.5524818702374,A359
prc797459225,26.23686323165891,A20N
prc797459469,37.09690372989299,A20N
prc797495648,77.8202748167048,A20N
prc797498417,26.642065738129055,A20N
prc797498784,40.394856493747795,A320
prc797507589,201.01191683360798,B77W
prc797509566,170.8253691479925,A332
prc797531897,38.397905439639196,A320
prc797541870,38.26983858793144,A20N
prc797545370,51.81718120816186,A320
prc797593164,54.62639270928161,B788
prc797593183,26.59797094529493,A20N
prc797596329,29.900143644738275,A20N
prc797596901,84.013523076425,A20N
prc797614609,62.34066400365221,A320
prc797681862,239.8929541481511,A20N
prc797699164,80.16192584807222,A320
prc797717986,39.44748665167761,A20N
prc797727755,26.228069617296036,A20N
prc797741170,49.85699448806096,A20N
prc797749549,42.93154771330002,A320
prc797782046,900.7034327332179,B77W
prc797782631,14.897144511276315,A320
prc797790179,47.11070406167405,A320
prc797795731,80.48816180305862,A320
prc797810520,20.59383901955605,A20N
prc797820608,15.600594248476318,A21N
prc797824172,165.298963201634,A359
prc797829828,43.95381131506593,A20N
prc797842826,39.88657637735901,B738
prc797845121,103.59264752892051,A20N
prc797921697,54.711544153704736,A20N
prc797941647,52.34978463220867,A321
prc797943770,411.7913227413471,B77W
prc797951887,117.71727811294741,A359
prc797980828,50.94916734664216,A320
prc797994677,239.27868866461068,A320
prc797996194,104.21726886398284,A320
prc798005851,53.491891792346124,A20N
prc798011360,40.939442168288785,A20N
prc798031261,176.9813757773905,A333
prc800690597,102.00877120855263,A320
prc800692140,61.5358782612962,A320
prc800708939,158.61497132752348,A20N
prc800709501,19.88999735016377,A20N
prc800871230,70.94763329088471,A20N
prc800887129,27.680788299471914,A20N
prc800898462,35.39333628775099,A320
